Year,Quarter,Period of coverage,Breakdown,Level,Employment rate of people with mental illness,Employment rate of population ,Indicator value,Mental illness numerator,Mental illness denominator,Population numerator,Population denominator
2012,1,1/1/2012 to 31/3/2012,NS-SEC Category,Semi routine childcare,46.9%,83.8%,36.9%,"3,800","8,200","108,000","128,900"
2012,1,1/1/2012 to 31/3/2012,NS-SEC Category,Semi routine clerical,34.6%,74.5%,39.9%,"4,600","13,300","263,000","353,000"
2012,1,1/1/2012 to 31/3/2012,NS-SEC Category,Semi routine operative,21.9%,79.5%,57.6%,"4,100","18,600","286,700","360,600"
2012,1,1/1/2012 to 31/3/2012,NS-SEC Category,Semi routine sales,45.5%,71.9%,26.5%,"42,700","94,000","852,500","1,184,900"
2012,1,1/1/2012 to 31/3/2012,NS-SEC Category,Semi routine services,53.6%,80.1%,26.5%,"61,700","115,100","1,169,800","1,461,200"
2012,1,1/1/2012 to 31/3/2012,NS-SEC Category,Semi routine technical,29.8%,82.4%,52.6%,"4,700","15,700","244,600","296,800"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Employers in large organisations,*,90.8%,*,*,*,"38,300","42,200"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Employers in small orgs agriculture,*,98.2%,*,*,*,"30,500","31,100"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Employers in small orgs non-professional,56.5%,88.4%,31.9%,"7,400","13,200","343,800","388,900"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Full-time students,17.0%,30.1%,13.1%,"23,800","140,100","910,700","3,025,700"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Higher managerial occupations,64.1%,89.7%,25.6%,"12,000","18,700","881,300","982,500"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Higher professional new employee,78.0%,92.1%,14.1%,"20,800","26,600","1,097,900","1,191,600"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Higher professional new self emp,*,90.9%,*,*,*,"72,000","79,200"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Higher professional traditional employee,72.6%,90.2%,17.6%,"24,500","33,800","1,313,800","1,456,800"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Higher professional traditional self emp,87.6%,91.8%,4.2%,"4,600","5,200","255,000","277,800"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Higher supervisory occupations,59.8%,87.3%,27.5%,"19,600","32,800","861,600","987,400"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Intermediate clerical and administrative,59.1%,82.2%,23.1%,"53,800","91,100","1,851,600","2,252,700"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Intermediate engineering,43.5%,89.1%,45.6%,"1,700","3,900","124,200","139,400"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Intermediate sales and service,55.7%,84.8%,29.1%,"29,900","53,600","1,036,700","1,222,800"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Intermediate technical and auxiliary,55.8%,84.9%,29.2%,"15,200","27,300","337,900","397,900"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Long-term unemployed,*,*,*,*,*,*,*
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Lower managerial occupations,58.7%,88.0%,29.3%,"23,700","40,400","1,192,800","1,355,600"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Lower professional new employee,59.8%,88.7%,28.8%,"9,600","16,100","485,700","547,900"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Lower professional new self emp,71.5%,89.9%,18.4%,"3,100","4,400","70,000","77,900"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Lower professional traditional employee,69.0%,87.3%,18.2%,"91,300","132,300","3,336,400","3,823,500"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Lower professional traditional self emp,77.5%,90.2%,12.7%,"10,800","14,000","402,400","446,100"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Lower supervisory occupations,39.0%,83.5%,44.5%,"26,000","66,700","1,004,900","1,203,700"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Lower technical craft,51.6%,87.8%,36.2%,"17,400","33,800","746,400","850,200"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Lower technical process operative,66.0%,87.4%,21.3%,"3,600","5,500","94,800","108,500"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Never worked,*,0.4%,*,*,*,"5,100","1,225,100"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Not classifiable for other reasons,1.0%,1.7%,0.7%,"5,200","540,300","30,900","1,849,100"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Not classified or inadequately stated,17.8%,58.6%,40.8%,"2,900","16,100","74,200","126,800"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Own account workers agriculture,100.0%,94.9%,-5.1%,"3,300","3,300","94,500","99,700"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Own account workers non professional,64.4%,88.7%,24.4%,"62,800","97,700","1,855,000","2,090,700"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Routine agricultural,*,62.9%,*,*,*,"25,300","40,300"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Routine operative,45.3%,72.9%,27.6%,"43,000","95,000","871,600","1,196,400"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Routine production,35.7%,70.3%,34.5%,"4,600","12,900","209,900","298,600"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Routine sales and service,37.7%,71.8%,34.1%,"14,400","38,100","433,800","604,200"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Routine technical,32.5%,83.6%,51.1%,"13,700","42,200","713,200","853,300"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Semi routine agricultural,*,88.2%,*,*,*,"29,700","33,600"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Semi routine childcare,48.3%,82.5%,34.1%,"2,600","5,400","103,300","125,300"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Semi routine clerical,34.7%,76.6%,41.9%,"6,800","19,700","276,200","360,700"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Semi routine operative,26.2%,78.0%,51.8%,"6,500","24,900","290,000","371,900"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Semi routine sales,46.4%,72.2%,25.8%,"41,100","88,500","872,900","1,208,800"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Semi routine services,43.6%,79.7%,36.1%,"43,500","99,700","1,223,500","1,534,800"
2011,4,1/10/2011 to 31/12/2011,NS-SEC Category,Semi routine technical,30.6%,82.0%,51.3%,"5,700","18,700","245,500","299,400"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Employers in large organisations,*,94.1%,*,*,*,"33,400","35,500"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Employers in small orgs agriculture,*,98.1%,*,*,*,"32,200","32,800"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Employers in small orgs non-professional,57.1%,89.3%,32.3%,"6,500","11,300","345,400","386,600"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Full-time students,17.8%,32.8%,15.0%,"20,300","114,000","892,700","2,723,900"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Higher managerial occupations,48.1%,88.6%,40.5%,"10,400","21,500","850,900","960,400"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Higher professional new employee,78.8%,90.5%,11.7%,"15,800","20,100","1,073,200","1,185,700"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Higher professional new self emp,*,85.7%,*,*,*,"59,600","69,500"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Higher professional traditional employee,74.1%,90.6%,16.5%,"25,500","34,400","1,312,200","1,448,500"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Higher professional traditional self emp,100.0%,92.9%,-7.1%,"5,400","5,400","264,800","285,100"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Higher supervisory occupations,54.5%,87.9%,33.4%,"9,900","18,100","873,300","993,800"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Intermediate clerical and administrative,53.6%,80.9%,27.3%,"47,200","88,100","1,813,100","2,241,900"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Intermediate engineering,*,89.9%,*,*,*,"131,500","146,300"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Intermediate sales and service,58.7%,83.4%,24.7%,"37,900","64,600","1,014,900","1,216,400"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Intermediate technical and auxiliary,55.8%,84.6%,28.8%,"15,400","27,600","338,600","400,100"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Long-term unemployed,*,*,*,*,*,*,*
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Lower managerial occupations,55.9%,89.0%,33.1%,"23,700","42,500","1,205,800","1,355,100"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Lower professional new employee,60.2%,92.0%,31.7%,"4,000","6,600","505,700","549,900"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Lower professional new self emp,82.5%,95.1%,12.5%,"2,800","3,400","72,900","76,700"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Lower professional traditional employee,64.7%,87.1%,22.4%,"87,000","134,400","3,358,600","3,854,200"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Lower professional traditional self emp,92.2%,89.6%,-2.6%,"13,200","14,300","378,400","422,500"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Lower supervisory occupations,39.6%,82.2%,42.6%,"10,200","25,700","999,700","1,216,000"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Lower technical craft,48.3%,88.0%,39.8%,"17,200","35,600","727,900","826,900"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Lower technical process operative,57.0%,86.1%,29.1%,"3,300","5,700","91,300","106,000"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Never worked,*,0.4%,*,*,*,"5,500","1,350,600"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Not classifiable for other reasons,*,1.6%,*,*,*,"31,000","1,939,700"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Not classified or inadequately stated,1.2%,75.1%,73.9%,"6,600","551,700","71,900","95,800"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Own account workers agriculture,68.9%,95.2%,26.3%,"2,200","3,200","109,900","115,400"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Own account workers non professional,65.2%,88.0%,22.8%,"64,200","98,500","1,859,000","2,112,300"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Routine agricultural,*,74.9%,*,*,*,"29,500","39,400"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Routine operative,35.3%,73.9%,38.6%,"30,800","87,400","898,200","1,216,200"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Routine production,25.1%,71.4%,46.3%,"4,600","18,400","217,500","304,800"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Routine sales and service,29.3%,69.1%,39.8%,"13,300","45,500","411,700","595,900"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Routine technical,29.3%,83.4%,54.1%,"12,900","44,000","734,700","880,700"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Semi routine agricultural,*,87.9%,*,*,*,"30,100","34,200"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Semi routine childcare,40.5%,78.8%,38.4%,"5,300","13,100","102,000","129,300"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Semi routine clerical,42.1%,78.3%,36.1%,"7,000","16,500","263,500","336,700"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Semi routine operative,18.8%,79.1%,60.3%,"5,600","29,500","303,100","383,200"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Semi routine sales,45.6%,70.5%,24.9%,"45,600","100,000","899,000","1,275,600"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Semi routine services,50.0%,79.8%,29.8%,"55,200","110,500","1,246,000","1,560,900"
2011,3,1/7/2011 to 30/9/2011,NS-SEC Category,Semi routine technical,33.2%,81.5%,48.3%,"5,200","15,800","237,900","291,800"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Employers in large organisations ,*,92.2%,*,*,*,"33,100","35,900"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Employers in small orgs agriculture ,*,98.0%,*,*,*,"29,800","30,400"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Employers in small orgs non-professional ,50.2%,89.8%,39.7%,"4,800","9,500","317,200","353,200"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Full-time students ,20.6%,30.1%,9.5%,"29,600","143,800","926,700","3,082,300"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Higher managerial occupations ,75.9%,90.4%,14.4%,"12,000","15,800","864,200","956,200"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Higher professional new employee ,78.8%,90.8%,12.0%,"14,400","18,300","1,092,600","1,203,400"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Higher professional new self emp ,100.0%,89.9%,-10.1%,*,*,"70,500","78,400"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Higher professional traditional employee ,72.7%,92.0%,19.3%,"21,900","30,100","1,383,200","1,503,100"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Higher professional traditional self emp ,76.0%,91.0%,15.0%,"4,400","5,800","269,600","296,200"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Higher supervisory occupations ,62.6%,87.1%,24.5%,"25,100","40,000","877,600","1,007,800"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Intermediate clerical and administrative ,62.4%,81.6%,19.2%,"51,100","81,800","1,821,400","2,232,100"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Intermediate engineering ,71.3%,89.4%,18.1%,"2,600","3,700","117,600","131,600"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Intermediate sales and service ,54.2%,84.7%,30.5%,"26,700","49,300","1,045,500","1,234,200"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Intermediate technical and auxiliary ,57.5%,88.2%,30.8%,"10,700","18,600","347,800","394,200"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Long-term unemployed , - , - , - , - ,"68,000", - ,"513,100"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Lower managerial occupations ,45.3%,89.5%,44.2%,"17,900","39,600","1,219,900","1,363,200"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Lower professional new employee ,57.8%,91.3%,33.6%,"5,400","9,300","489,800","536,300"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Lower professional new self emp ,*,93.3%,*,*,*,"58,800","63,100"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Lower professional traditional employee ,65.0%,87.5%,22.5%,"87,200","134,300","3,351,200","3,830,400"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Lower professional traditional self emp ,84.6%,90.4%,5.7%,"13,700","16,200","390,300","431,900"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Lower supervisory occupations ,29.0%,82.4%,53.4%,"18,000","62,200","966,600","1,173,100"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Lower technical craft ,51.9%,88.3%,36.3%,"13,800","26,500","733,600","831,000"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Lower technical process operative ,13.3%,87.8%,74.5%,*,*,"97,100","110,500"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Never worked ,0.8%,0.9%,0.1%,"2,000","259,900","10,900","1,249,500"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Not classifiable for other reasons ,0.3%,1.8%,1.5%,*,*,"35,100","1,991,700"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Not classified or inadequately stated ,65.2%,69.8%,4.7%,"3,100","4,800","55,400","79,300"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Own account workers agriculture ,58.2%,96.3%,38.0%,"1,500","2,600","90,600","94,100"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Own account workers non professional ,55.6%,87.7%,32.1%,"49,700","89,300","1,778,200","2,028,100"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Routine agricultural ,34.0%,69.7%,35.8%,*,*,"27,200","39,000"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Routine operative ,38.3%,75.0%,36.7%,"32,100","83,900","872,600","1,163,800"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Routine production ,12.4%,70.6%,58.2%,"2,000","16,400","221,200","313,300"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Routine sales and service ,32.9%,69.8%,36.9%,"12,000","36,600","419,400","600,600"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Routine technical ,34.0%,83.4%,49.4%,"11,600","34,200","730,100","875,500"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Semi routine agricultural ,25.7%,88.5%,62.8%,*,*,"38,400","43,400"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Semi routine childcare ,75.4%,83.4%,7.9%,"6,200","8,200","110,500","132,500"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Semi routine clerical ,37.4%,79.7%,42.3%,"6,300","16,800","271,700","340,800"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Semi routine operative ,21.3%,83.1%,61.7%,"3,600","17,000","292,500","352,100"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Semi routine sales ,48.1%,72.4%,24.3%,"39,000","81,200","874,500","1,208,400"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Semi routine services ,38.6%,79.0%,40.4%,"36,200","93,600","1,175,300","1,487,100"
2011,2,1/4/2011 to 30/6/2011,NS-SEC Category,Semi routine technical ,34.3%,82.0%,47.7%,"5,000","14,500","249,600","304,400"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Employers in large organisations ,53.3%,90.5%,37.2%,*,*,"31,300","34,600"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Employers in small orgs agriculture ,*,100.0%,*,*,*,"27,700","27,700"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Employers in small orgs non-professional ,64.9%,91.6%,26.7%,"6,200","9,500","341,000","372,300"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Full-time students ,18.5%,29.5%,11.0%,"23,800","128,800","931,900","3,157,500"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Higher managerial occupations ,77.4%,91.5%,14.2%,"13,200","17,100","926,900","1,012,800"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Higher professional new employee ,67.7%,91.1%,23.4%,"14,300","21,100","1,056,900","1,160,700"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Higher professional new self emp ,76.1%,91.5%,15.4%,*,*,"72,800","79,600"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Higher professional traditional employee ,81.8%,92.0%,10.3%,"27,400","33,500","1,485,700","1,614,000"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Higher professional traditional self emp ,80.7%,94.1%,13.4%,"3,300","4,100","277,500","295,000"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Higher supervisory occupations ,64.9%,87.7%,22.9%,"22,500","34,700","850,300","969,400"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Intermediate clerical and administrative ,55.4%,81.4%,26.0%,"37,800","68,100","1,771,000","2,175,700"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Intermediate engineering ,80.5%,90.9%,10.4%,"2,300","2,800","126,100","138,700"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Intermediate sales and service ,55.2%,85.2%,30.0%,"25,800","46,700","1,015,500","1,191,400"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Intermediate technical and auxiliary ,60.6%,85.8%,25.2%,"11,800","19,500","333,900","389,200"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Long-term unemployed , - , - , - , - ,"71,800", - ,"535,300"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Lower managerial occupations ,50.2%,89.0%,38.8%,"16,900","33,600","1,232,200","1,385,000"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Lower professional new employee ,72.7%,90.1%,17.4%,"7,800","10,800","477,900","530,600"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Lower professional new self emp ,43.1%,90.6%,47.5%,"1,700","3,900","72,700","80,200"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Lower professional traditional employee ,67.1%,87.5%,20.4%,"83,100","123,800","3,355,600","3,833,100"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Lower professional traditional self emp ,83.0%,89.8%,6.8%,"11,300","13,600","367,600","409,500"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Lower supervisory occupations ,38.0%,81.7%,43.7%,"21,300","56,200","983,700","1,204,100"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Lower technical craft ,44.2%,87.4%,43.2%,"12,200","27,700","708,400","810,500"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Lower technical process operative ,13.4%,85.4%,72.0%,*,*,"90,800","106,300"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Never worked ,1.4%,1.3%,-0.1%,"3,200","232,500","15,200","1,160,700"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Not classifiable for other reasons ,0.9%,4.1%,3.3%,"4,300","490,300","74,100","1,786,300"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Not classified or inadequately stated ,5.1%,17.1%,12.0%,"3,900","75,400","57,900","338,300"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Own account workers agriculture ,80.4%,97.6%,17.2%,"2,100","2,600","89,800","92,000"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Own account workers non professional ,66.3%,89.7%,23.4%,"50,500","76,300","1,745,800","1,946,400"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Routine agricultural ,*,78.5%,*,*,*,"32,300","41,100"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Routine operative ,41.9%,74.1%,32.2%,"38,400","91,700","854,400","1,152,300"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Routine production ,22.4%,67.8%,45.5%,"3,800","16,900","208,200","306,900"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Routine sales and service ,39.3%,70.4%,31.2%,"10,800","27,600","395,100","561,000"
2011,1,1/1/2011 to 31/3/2011,NS-SEC Category,Routine technical ,29.9%,85.1%,55.2%,"9,000","30,100","740,400","869,700"
